datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2022-12-15,35.0,41.14,41.87,35.0,115536,443031497.0,19.97,19.59,6.74,63.38
2022-12-16,37.5,36.17,38.6,36.15,80044,297027270.0,5.96,-12.08,-4.97,43.91
2022-12-19,35.08,37.89,39.5,34.35,81711,308019508.0,14.24,4.76,1.72,44.82
2022-12-20,36.7,35.83,37.47,35.0,59919,216231495.0,6.52,-5.44,-2.06,32.87
2022-12-21,35.08,33.26,36.85,32.88,65491,225496101.0,11.08,-7.17,-2.57,35.92
2022-12-22,32.65,31.88,33.36,31.7,47062,152554951.0,4.99,-4.15,-1.38,25.82
2022-12-23,31.25,31.12,31.78,30.61,35006,108876738.0,3.67,-2.38,-0.76,19.2
2022-12-26,31.14,31.56,31.88,30.81,28269,88855105.0,3.44,1.41,0.44,15.51
2022-12-27,31.53,30.88,31.88,30.18,33230,102742196.0,5.39,-2.15,-0.68,18.23
2022-12-28,30.34,29.58,30.75,29.35,26730,79871592.0,4.53,-4.21,-1.3,14.66
2022-12-29,29.3,29.61,30.29,29.01,18212,54434522.0,4.33,0.1,0.03,9.99
2022-12-30,30.6,31.15,32.6,30.32,51859,163013042.0,7.7,5.2,1.54,28.45
2023-01-03,30.3,31.58,31.75,30.01,39005,120551177.0,5.59,1.38,0.43,21.4
2023-01-04,30.58,30.65,31.27,30.53,22989,70917751.0,2.34,-2.94,-0.93,12.61
2023-01-05,31.17,31.73,33.2,31.0,53368,170500251.0,7.18,3.52,1.08,29.27
2023-01-06,31.41,31.88,32.88,31.39,45372,144986496.0,4.7,0.47,0.15,24.89
2023-01-09,31.52,33.5,33.97,31.52,52436,172997487.0,7.69,5.08,1.62,28.76
2023-01-10,33.13,33.18,33.82,32.5,36138,119614144.0,3.94,-0.96,-0.32,19.82
2023-01-11,33.2,32.07,33.63,31.85,31625,102923937.0,5.36,-3.35,-1.11,17.35
