datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2022-04-20,45.0,42.75,50.0,42.67,157280,722905696.0,18.76,9.42,3.68,69.2
2022-04-21,38.0,35.03,38.0,33.33,116867,416552192.0,10.92,-18.06,-7.72,51.42
2022-04-22,33.2,36.36,38.88,33.04,103405,375064768.0,16.67,3.8,1.33,45.49
2022-04-25,36.0,31.52,36.06,30.6,87560,293603536.0,15.02,-13.31,-4.84,38.52
2022-04-26,30.9,27.8,31.6,27.55,74598,220102726.0,12.85,-11.8,-3.72,32.82
2022-04-27,26.99,28.76,29.96,26.5,56384,161718687.0,12.45,3.45,0.96,24.81
2022-04-28,28.05,26.97,28.58,26.91,52505,145290594.0,5.81,-6.22,-1.79,23.1
2022-04-29,27.21,28.33,28.84,27.2,51612,145118191.0,6.08,5.04,1.36,22.71
2022-05-05,29.3,29.95,31.7,28.7,60476,180994495.0,10.59,5.72,1.62,26.61
2022-05-06,29.0,32.3,35.94,28.8,100474,329307520.0,23.84,7.85,2.35,44.21
2022-05-09,32.0,32.51,32.51,30.94,73461,232650653.0,4.86,0.65,0.21,32.32
2022-05-10,31.7,33.41,34.1,31.33,76234,251587562.0,8.52,2.77,0.9,33.54
2022-05-11,33.0,31.7,33.8,31.7,71646,235288128.0,6.29,-5.12,-1.71,31.52
2022-05-12,32.21,32.2,34.48,31.68,61532,202061073.0,8.83,1.58,0.5,27.07
2022-05-13,31.81,31.15,32.59,31.08,49863,157780925.0,4.69,-3.26,-1.05,21.94
2022-05-16,31.39,32.75,33.18,31.0,59411,190716020.0,7.0,5.14,1.6,26.14
2022-05-17,32.26,30.46,32.41,29.88,53602,164562838.0,7.73,-6.99,-2.29,23.58
2022-05-18,31.4,31.29,32.8,31.06,53928,171293079.0,5.71,2.72,0.83,23.73
2022-05-19,30.42,30.87,30.97,29.94,38943,118943737.0,3.29,-1.34,-0.42,17.13
2022-05-20,30.65,30.39,31.1,30.09,33137,101047619.0,3.27,-1.55,-0.48,14.58
2022-05-23,30.43,30.69,30.87,30.04,26174,79773491.0,2.73,0.99,0.3,11.52
2022-05-24,31.2,28.21,31.49,28.1,42179,125189235.0,11.05,-8.08,-2.48,18.56
2022-05-25,28.01,29.07,29.5,28.01,31303,90805565.0,5.28,3.05,0.86,13.77
2022-05-26,28.89,29.18,29.44,28.51,24933,72257798.0,3.2,0.38,0.11,10.97
2022-05-27,29.31,29.01,29.47,28.81,21447,62508947.0,2.26,-0.58,-0.17,9.44
2022-05-30,29.29,29.17,29.43,28.6,18142,52666432.0,2.86,0.55,0.16,7.98
2022-05-31,29.17,29.93,29.95,28.45,30728,90099851.0,5.14,2.61,0.76,13.52
2022-06-01,29.92,29.8,30.5,29.6,26518,79624503.0,3.01,-0.43,-0.13,11.67
2022-06-02,29.88,30.96,31.1,29.7,34376,104583976.0,4.7,3.89,1.16,15.12
2022-06-06,30.78,31.72,31.88,30.68,33675,106033812.0,3.88,2.45,0.76,14.82
2022-06-07,31.99,31.39,32.27,31.01,29399,92505839.0,3.97,-1.04,-0.33,12.93
2022-06-08,31.31,30.82,31.65,30.15,26146,80922193.0,4.78,-1.82,-0.57,11.5
2022-06-09,30.79,30.0,31.2,29.87,20230,61745159.0,4.32,-2.66,-0.82,8.9
2022-06-10,29.88,30.28,30.58,29.52,15496,46972314.0,3.53,0.93,0.28,6.82
2022-06-13,30.09,31.25,31.43,29.99,21665,66927834.0,4.76,3.2,0.97,9.53
2022-06-14,30.81,31.09,31.97,30.05,20618,63626196.0,6.14,-0.51,-0.16,9.07
2022-06-15,31.12,31.38,31.87,31.01,26961,84811301.0,2.77,0.93,0.29,11.86
2022-06-16,31.22,31.15,31.79,30.87,23592,73984970.0,2.93,-0.73,-0.23,10.38
2022-06-17,30.69,30.52,31.16,30.01,22413,68287016.0,3.69,-2.02,-0.63,9.86
2022-06-20,31.0,30.71,31.0,30.4,22570,69402631.0,1.97,0.62,0.19,9.93
2022-06-21,31.16,31.86,32.14,30.89,45056,142311979.0,4.07,3.74,1.15,19.82
2022-06-22,31.5,30.38,31.79,30.34,30612,94504960.0,4.55,-4.65,-1.48,13.47
2022-06-23,30.45,32.4,33.26,30.45,63299,203729242.0,9.25,6.65,2.02,27.85
2022-06-24,32.89,32.35,33.65,32.02,46568,152161814.0,5.03,-0.15,-0.05,20.49
2022-06-27,32.1,32.23,32.54,31.82,31884,102778020.0,2.23,-0.37,-0.12,14.03
2022-06-28,32.4,32.44,32.48,31.56,26066,83701032.0,2.85,0.65,0.21,11.47
2022-06-29,32.49,32.68,33.49,32.26,50125,164144249.0,3.79,0.74,0.24,22.05
2022-06-30,32.35,32.74,33.55,31.69,46974,153957277.0,5.69,0.18,0.06,20.26
