datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2023-07-14,51.0,50.48,58.88,48.85,236638,1248740588.0,26.42,32.98,12.52,68.41
2023-07-17,44.8,41.61,44.88,41.51,153606,661157193.0,6.68,-17.57,-8.87,44.4
2023-07-18,40.26,38.68,40.7,38.57,108524,426832150.0,5.12,-7.04,-2.93,31.37
2023-07-19,38.3,38.82,39.34,38.28,66701,259648789.0,2.74,0.36,0.14,19.28
2023-07-20,38.48,40.29,41.15,38.48,99845,400251174.0,6.88,3.79,1.47,28.86
2023-07-21,39.56,37.7,39.83,37.68,85163,327812544.0,5.34,-6.43,-2.59,24.62
2023-07-24,37.33,36.52,37.55,36.08,52711,192892783.0,3.9,-3.13,-1.18,15.24
2023-07-25,36.75,37.41,37.75,36.66,47417,176206790.0,2.98,2.44,0.89,13.71
2023-07-26,37.0,36.55,37.75,36.49,46553,172366268.0,3.37,-2.3,-0.86,13.46
2023-07-27,36.51,38.0,38.33,36.51,70673,267349875.0,4.98,3.97,1.45,20.43
2023-07-28,37.8,37.4,38.29,36.29,54722,203575800.0,5.26,-1.58,-0.6,15.82
2023-07-31,36.85,37.75,38.1,36.85,43629,163683269.0,3.34,0.94,0.35,12.61
2023-08-01,37.6,39.1,39.6,37.05,85185,328139217.0,6.75,3.58,1.35,24.62
2023-08-02,38.64,40.29,40.69,38.1,84226,330401931.0,6.62,3.04,1.19,24.35
2023-08-03,39.57,40.13,42.73,39.21,104320,427670720.0,8.74,-0.4,-0.16,30.16
2023-08-04,39.5,38.77,39.9,38.16,74189,288431840.0,4.34,-3.39,-1.36,21.45
2023-08-07,38.32,38.39,39.21,37.7,43536,167373688.0,3.89,-0.98,-0.38,12.59
2023-08-08,38.46,39.28,39.37,38.2,50071,194786754.0,3.05,2.32,0.89,14.47
2023-08-09,39.24,40.5,41.4,38.8,83542,335106934.0,6.62,3.11,1.22,24.15
2023-08-10,39.91,40.96,43.89,39.76,114354,478956488.0,10.2,1.14,0.46,33.06
2023-08-11,40.9,41.69,42.0,39.86,85009,349983802.0,5.22,1.78,0.73,24.57
2023-08-14,40.96,43.0,43.54,40.77,98199,418023697.0,6.64,3.14,1.31,28.39
2023-08-15,42.2,42.4,43.3,41.85,68859,292711841.0,3.37,-1.4,-0.6,19.91
2023-08-16,42.04,40.0,42.05,39.85,73944,301486075.0,5.19,-5.66,-2.4,21.38
