datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2010-01-04,7.46,7.51,7.7,7.46,92637,70473424.0,3.23,1.21,0.09,2.81
2010-01-05,7.48,7.68,7.71,7.45,69432,52835147.0,3.46,2.26,0.17,2.11
2010-01-06,7.7,7.55,7.73,7.54,53429,40732659.0,2.47,-1.69,-0.13,1.62
2010-01-07,7.51,7.28,7.55,7.25,47319,34898128.0,3.97,-3.58,-0.27,1.44
2010-01-08,7.26,7.36,7.37,7.19,26729,19488206.0,2.47,1.1,0.08,0.81
2010-01-11,7.4,7.32,7.45,7.3,33306,24562576.0,2.04,-0.54,-0.04,1.01
2010-01-12,7.35,7.53,7.58,7.2,52496,38842462.0,5.19,2.87,0.21,1.59
2010-01-13,7.38,7.45,7.58,7.23,54226,40352735.0,4.65,-1.06,-0.08,1.65
2010-01-14,7.4,7.64,7.65,7.4,57969,43846701.0,3.36,2.55,0.19,1.76
2010-01-15,7.72,7.74,7.85,7.65,87734,68020800.0,2.62,1.31,0.1,2.66
2010-01-18,7.78,7.8,7.95,7.74,56248,43988309.0,2.71,0.78,0.06,1.71
2010-01-19,7.78,7.83,7.91,7.68,67051,52245244.0,2.95,0.38,0.03,2.03
2010-01-20,7.86,7.63,7.9,7.6,82776,64303422.0,3.83,-2.55,-0.2,2.51
2010-01-21,7.61,8.05,8.25,7.6,160578,128025091.0,8.52,5.5,0.42,4.87
2010-01-22,7.92,8.2,8.35,7.8,259525,211768242.0,6.83,1.86,0.15,7.87
2010-01-25,8.1,7.78,8.21,7.75,91878,73331814.0,5.61,-5.12,-0.42,2.79
2010-01-26,7.68,7.12,7.75,7.0,127794,92201489.0,9.64,-8.48,-0.66,3.88
2010-01-27,7.11,7.04,7.26,6.84,59874,42221717.0,5.9,-1.12,-0.08,1.82
2010-01-28,6.92,7.05,7.07,6.9,45096,31552015.0,2.41,0.14,0.01,1.37
2010-01-29,7.04,7.08,7.13,6.92,43433,30641565.0,2.98,0.43,0.03,1.32
2010-02-01,7.09,6.9,7.15,6.89,53631,37657322.0,3.67,-2.54,-0.18,1.63
2010-02-02,7.0,7.06,7.23,6.92,50297,35683739.0,4.49,2.32,0.16,1.53
2010-02-03,7.17,7.15,7.17,6.91,39869,28161117.0,3.68,1.27,0.09,1.21
2010-02-04,7.15,7.19,7.32,7.06,49997,36087591.0,3.64,0.56,0.04,1.52
2010-02-05,7.01,7.31,7.41,6.95,83186,60439570.0,6.4,1.67,0.12,2.52
2010-02-08,7.68,8.04,8.04,7.68,87050,69703232.0,4.92,9.99,0.73,2.64
2010-02-09,8.5,7.78,8.68,7.7,235970,191690433.0,12.19,-3.23,-0.26,7.16
2010-02-10,7.7,7.66,7.81,7.48,97986,74274044.0,4.24,-1.54,-0.12,2.97
2010-02-11,7.63,7.46,7.64,7.41,49555,37231734.0,3.0,-2.61,-0.2,1.5
