trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,15.07,16.06,13.0,13.16,15.81,-2.65,-16.7615,89406.35,131199.539,6.07,18.95,13.49,13.98,15.03,16.5,16.92,15.13,2.18
20231220,15.5,17.44,15.5,15.81,14.79,1.02,6.8966,111864.67,182207.188,6.07,18.95,13.56,14.19,16.22,16.78,17.06,15.82,29.23
20231219,14.11,14.93,13.44,14.79,14.1,0.69,4.8936,74069.14,104558.341,6.07,18.95,12.58,13.42,13.98,14.4,14.68,13.89,98.06
20231218,13.6,14.56,13.3,14.1,13.45,0.65,4.8327,57422.37,80144.527,6.07,18.95,12.23,12.79,13.63,14.12,14.33,13.49,82.18
20231215,13.48,13.52,12.77,13.45,13.35,0.1,0.7491,39455.94,51937.087,6.07,18.95,11.95,12.37,13.14,13.77,14.12,13.06,73.92
20231214,13.42,14.33,13.13,13.35,13.42,-0.07,-0.5216,63882.23,87508.064,6.07,18.95,11.67,12.3,13.07,13.84,14.19,13.05,59.78
20231213,12.8,13.59,12.67,13.42,12.85,0.57,4.4358,58559.18,77234.676,6.07,18.95,11.53,12.23,12.79,13.63,14.26,12.86,77.52
20231212,12.45,12.85,12.05,12.85,12.47,0.38,3.0473,44202.83,55535.004,6.07,18.95,11.39,12.16,12.58,13.84,14.4,12.8,63.8
20231211,13.03,13.34,12.22,12.47,13.1,-0.63,-4.8092,49082.38,61571.058,6.07,18.95,11.32,12.09,12.65,13.91,14.47,12.86,38.1
20231208,14.72,14.77,13.1,13.1,12.65,0.45,3.5573,80373.28,109883.581,6.07,18.95,11.32,12.02,12.65,14.05,14.54,12.9,58.74
20231207,12.25,12.69,11.9,12.65,12.12,0.53,4.3729,66103.89,82171.449,6.07,18.95,11.18,11.67,12.37,13.35,14.61,12.52,67.1
20231206,12.47,13.4,11.91,12.12,13.0,-0.88,-6.7692,83133.52,103400.46,6.07,18.95,11.11,11.53,12.44,13.77,14.82,12.58,31.25
20231205,11.11,13.05,11.1,13.0,11.28,1.72,15.2482,107288.72,130678.803,6.07,18.95,11.04,11.32,12.37,14.12,15.24,12.57,66.89
