trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,12.42,12.97,10.95,11.1,12.41,-1.31,-10.556,64037.79,77352.864,8.01,15.71,10.56,11.01,11.71,12.26,12.61,11.69,16.2
20231220,11.75,12.79,11.61,12.41,11.59,0.82,7.0751,55116.55,67263.41,8.01,15.71,10.46,10.91,11.66,12.21,12.56,11.6,91.27
20231219,11.9,11.94,11.42,11.59,11.95,-0.36,-3.0126,28249.96,32740.846,8.01,15.71,10.26,10.76,11.51,11.81,12.06,11.4,60.27
20231218,11.5,12.18,11.43,11.95,11.67,0.28,2.3993,44188.38,52279.519,8.01,15.71,10.16,10.71,11.41,11.81,12.06,11.35,91.04
20231215,11.24,11.88,11.08,11.67,10.99,0.68,6.1874,50035.92,57837.726,8.01,15.71,10.01,10.61,11.26,11.66,11.86,11.21,87.4
20231214,11.09,11.5,10.9,10.99,10.88,0.11,1.011,41879.22,47076.918,8.01,15.71,9.51,10.41,10.86,11.31,12.76,10.93,63.63
20231213,10.61,11.02,10.42,10.88,10.61,0.27,2.5448,26219.68,28278.266,8.01,15.71,9.31,10.26,10.76,11.11,13.51,10.86,64.59
20231212,10.47,10.68,10.4,10.61,10.45,0.16,1.5311,13573.14,14336.739,8.01,15.71,9.21,10.16,10.81,11.21,13.76,10.87,33.59
20231211,10.9,11.04,10.4,10.45,10.82,-0.37,-3.4196,20132.54,21410.039,8.01,15.71,9.21,10.11,10.81,11.26,13.81,10.88,23.87
20231208,10.98,11.1,10.7,10.82,10.94,-0.12,-1.0969,30142.88,32875.237,8.01,15.71,9.11,10.01,10.86,11.31,13.96,10.9,49.25
20231207,10.71,11.08,10.01,10.94,10.84,0.1,0.9225,39658.26,42416.257,8.01,15.71,8.86,9.76,10.66,11.51,14.61,10.87,64.88
20231206,10.41,11.55,10.22,10.84,10.42,0.42,4.0307,49856.28,54612.912,8.01,15.71,8.76,9.56,10.76,11.81,14.76,10.94,53.52
20231205,9.93,10.57,9.77,10.42,9.8,0.62,6.3265,32729.83,33611.299,8.01,15.71,8.61,9.31,10.41,12.96,14.86,10.94,50.28
20231204,9.9,9.94,9.57,9.8,9.8,0.0,0.0,9516.89,9285.509,8.01,15.71,8.56,9.26,10.71,13.56,14.91,11.04,28.22
20231201,10.24,10.46,9.66,9.8,10.19,-0.39,-3.8273,20019.92,19807.455,8.01,15.71,8.56,9.21,10.76,13.61,14.91,11.04,27.7
20231130,10.7,10.92,9.92,10.19,10.71,-0.52,-4.8553,34584.51,35645.219,8.01,15.71,8.56,9.21,10.86,13.66,14.91,11.08,37.85
20231129,11.0,11.97,10.58,10.71,11.06,-0.35,-3.1646,60232.55,68367.69,8.01,15.71,8.51,9.16,10.96,13.86,14.91,11.13,44.1
20231128,11.03,12.0,10.82,11.06,11.65,-0.59,-5.0644,42782.85,48456.658,8.01,15.71,8.51,9.11,10.76,14.06,14.96,11.11,55.54
20231127,10.7,11.68,10.51,11.65,10.29,1.36,13.2167,88053.86,98131.758,8.01,15.71,8.46,9.06,10.46,14.31,14.96,11.08,70.62
20231124,9.38,10.46,9.36,10.29,9.53,0.76,7.9748,49776.0,49858.714,8.01,15.71,8.46,8.96,10.01,14.56,15.01,11.07,56.54
20231123,9.89,10.38,9.45,9.53,9.85,-0.32,-3.2487,36277.91,36163.102,8.01,15.71,8.41,8.86,10.06,14.66,15.06,11.18,35.68
20231122,9.13,9.93,9.02,9.85,9.2,0.65,7.0652,36309.79,34939.533,8.01,15.71,8.41,8.81,10.21,14.71,15.06,11.26,45.51
20231121,8.79,9.77,8.72,9.2,8.78,0.42,4.7836,28878.63,26892.605,8.01,15.71,8.41,8.76,10.56,14.76,15.06,11.37,26.07
20231120,8.52,8.81,8.52,8.78,8.59,0.19,2.2119,4464.96,3906.095,8.01,15.71,8.41,8.76,10.81,14.76,15.06,11.48,15.77
20231117,8.5,8.67,8.5,8.59,8.5,0.09,1.0588,1380.55,1186.907,8.01,15.71,8.41,8.76,10.86,14.76,15.11,11.49,10.66
20231116,8.76,8.76,8.47,8.5,8.71,-0.21,-2.411,3783.67,3248.286,8.01,15.71,8.41,8.76,10.86,14.76,15.06,11.51,7.99
20231115,8.55,8.73,8.54,8.71,8.54,0.17,1.9906,8024.16,6927.954,8.01,15.71,8.41,8.81,10.91,14.76,15.11,11.52,12.29
20231114,8.51,8.55,8.41,8.54,8.5,0.04,0.4706,1584.43,1346.769,8.01,15.71,8.41,8.86,11.01,14.81,15.11,11.55,9.58
20231113,8.45,8.56,8.44,8.5,8.5,0.0,0.0,1585.7,1350.064,8.01,15.71,8.41,8.86,11.01,14.81,15.11,11.57,8.0
20231110,8.5,8.55,8.43,8.5,8.51,-0.01,-0.1175,2313.17,1964.645,8.01,15.71,8.41,8.86,11.01,14.81,15.11,11.57,7.93
20231109,8.44,8.51,8.36,8.51,8.45,0.06,0.7101,6040.25,5102.937,8.01,15.71,8.41,8.91,11.06,14.81,15.11,11.59,7.73
20231108,8.18,8.45,8.08,8.45,8.15,0.3,3.681,7742.8,6426.614,8.01,15.71,8.41,8.91,11.11,14.81,15.11,11.62,5.56
20231107,8.14,8.19,8.05,8.15,8.18,-0.03,-0.3667,2233.22,1808.313,8.01,15.71,8.46,8.96,11.21,14.81,15.11,11.65,0.66
20231106,8.2,8.24,8.11,8.18,8.15,0.03,0.3681,2804.91,2288.199,8.01,15.71,8.46,9.01,11.21,14.81,15.11,11.67,0.87
20231103,8.05,8.38,8.05,8.15,8.09,0.06,0.7417,1084.02,887.526,8.01,15.71,8.51,9.01,11.31,14.81,15.11,11.68,0.33
20231102,8.13,8.16,8.07,8.09,8.13,-0.04,-0.492,495.08,400.555,8.01,15.71,8.51,9.01,11.31,14.81,15.11,11.7,0.09
20231101,8.13,8.21,8.1,8.13,8.23,-0.1,-1.2151,775.92,632.123,8.01,15.71,8.51,9.01,11.31,14.81,15.11,11.7,0.21
20231031,8.3,8.35,8.01,8.23,8.3,-0.07,-0.8434,622.36,511.628,8.01,15.71,8.51,9.01,11.31,14.81,15.11,11.7,0.47
20231030,8.42,8.43,8.25,8.3,8.39,-0.09,-1.0727,3430.41,2847.846,8.01,15.71,8.51,9.01,11.31,14.81,15.11,11.71,0.74
20231027,8.29,8.43,8.26,8.39,8.26,0.13,1.5738,1047.98,871.75,8.01,15.71,8.56,9.01,11.36,14.81,15.11,11.72,1.25
20231026,8.18,8.29,8.12,8.26,8.28,-0.02,-0.2415,1039.28,848.201,8.01,15.71,8.56,9.01,11.36,14.81,15.11,11.72,0.37
20231025,8.21,8.37,8.21,8.28,8.22,0.06,0.7299,276.55,228.407,8.01,15.71,8.56,9.06,11.36,14.81,15.11,11.74,0.34
20231024,8.06,8.22,8.06,8.22,8.08,0.14,1.7327,464.63,380.395,8.01,15.71,8.56,9.06,11.41,14.81,15.11,11.74,0.23
20231023,8.34,8.34,8.05,8.08,8.28,-0.2,-2.4155,1224.23,992.949,8.01,15.71,8.56,9.06,11.41,14.81,15.11,11.74,0.03
20231020,8.37,8.37,8.21,8.28,8.26,0.02,0.2421,357.31,295.132,8.21,15.71,8.61,9.06,11.41,14.81,15.11,11.75,0.07
20231019,8.33,8.37,8.26,8.26,8.35,-0.09,-1.0778,1004.27,833.414,8.26,15.71,8.61,9.06,11.41,14.81,15.11,11.75,0.0
20231018,8.38,8.42,8.35,8.35,8.42,-0.07,-0.8314,494.77,413.727,8.31,15.71,8.61,9.06,11.41,14.81,15.11,11.76,0.02
20231017,8.43,8.43,8.39,8.42,8.43,-0.01,-0.1186,474.99,399.076,8.31,15.71,8.61,9.06,11.41,14.81,15.11,11.76,1.56
20231016,8.42,8.54,8.4,8.43,8.48,-0.05,-0.5896,1038.03,874.236,8.31,15.71,8.61,9.06,11.41,14.81,15.11,11.76,1.49
20231013,8.49,8.51,8.42,8.48,8.49,-0.01,-0.1178,585.23,493.895,8.31,15.71,8.66,9.06,11.41,14.81,15.11,11.77,2.73
20231012,8.45,8.5,8.45,8.49,8.45,0.04,0.4734,283.03,239.846,8.31,15.71,8.66,9.06,11.41,14.81,15.11,11.77,2.64
20231011,8.46,8.54,8.44,8.45,8.45,0.0,0.0,608.24,514.914,8.31,15.71,8.66,9.06,11.41,14.81,15.11,11.78,1.36
20231010,8.48,8.49,8.43,8.45,8.48,-0.03,-0.3538,663.69,561.736,8.31,15.71,8.66,9.06,11.46,14.81,15.11,11.78,1.35
20231009,8.46,8.53,8.46,8.48,8.51,-0.03,-0.3525,221.39,187.889,8.31,15.71,8.66,9.06,11.46,14.86,15.11,11.78,2.45
20230928,8.41,8.59,8.41,8.51,8.47,0.04,0.4723,784.64,668.557,8.31,15.71,8.66,9.06,11.46,14.86,15.11,11.78,2.43
20230927,8.42,8.47,8.41,8.47,8.47,0.0,0.0,684.81,578.047,8.31,15.71,8.66,9.06,11.46,14.86,15.11,11.79,2.4
20230926,8.42,8.47,8.42,8.47,8.46,0.01,0.1182,97.92,82.687,8.31,15.71,8.71,9.06,11.46,14.86,15.11,11.79,2.29
20230925,8.49,8.49,8.4,8.46,8.49,-0.03,-0.3534,1301.4,1096.475,8.31,15.71,8.71,9.06,11.46,14.86,15.11,11.79,1.28
20230922,8.41,8.49,8.35,8.49,8.46,0.03,0.3546,1483.24,1247.956,8.31,15.71,8.71,9.06,11.51,14.86,15.11,11.79,2.06
20230921,8.48,8.5,8.41,8.46,8.49,-0.03,-0.3534,915.95,772.823,8.36,15.71,8.71,9.11,11.51,14.86,15.11,11.81,0.96
20230920,8.51,8.51,8.44,8.49,8.51,-0.02,-0.235,756.79,642.269,8.36,15.71,8.71,9.11,11.51,14.86,15.11,11.81,1.68
20230919,8.51,8.56,8.49,8.51,8.47,0.04,0.4723,1524.12,1297.88,8.36,15.71,8.71,9.11,11.56,14.86,15.11,11.81,1.58
20230918,8.4,8.49,8.4,8.47,8.41,0.06,0.7134,937.72,793.27,8.36,15.71,8.76,9.11,11.56,14.86,15.11,11.83,1.55
