trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,102.99,113.58,102.71,110.78,104.44,6.34,6.0705,22343.42,243432.43,100.04,727.0,100.04,104.65,113.87,132.31,183.02,122.8,48.19
20231220,104.19,105.6,103.68,104.44,103.95,0.49,0.4714,7567.75,79162.8,100.04,727.0,100.04,104.65,113.87,132.31,183.02,123.78,6.22
20231219,102.49,106.15,101.11,103.95,102.49,1.46,1.4245,8458.59,88059.397,100.04,727.0,104.65,104.65,113.87,132.31,187.63,124.43,4.69
20231218,104.92,105.45,102.3,102.49,105.5,-3.01,-2.8531,9041.87,93506.342,100.04,727.0,104.65,104.65,113.87,132.31,187.63,125.14,2.89
20231215,104.9,108.6,104.81,105.5,104.0,1.5,1.4423,12523.33,133256.833,100.04,727.0,104.65,104.65,113.87,132.31,187.63,125.96,18.33
20231214,106.9,107.73,103.8,104.0,105.55,-1.55,-1.4685,8586.25,90314.829,100.04,727.0,104.65,109.26,118.48,141.53,187.63,128.44,1.02
20231213,109.6,109.6,104.56,105.55,109.8,-4.25,-3.8707,11248.67,119908.534,100.04,727.0,104.65,109.26,118.48,141.53,187.63,129.28,5.25
20231212,112.05,112.26,109.03,109.8,112.08,-2.28,-2.0343,8506.47,93605.333,104.65,727.0,109.26,109.26,118.48,146.14,187.63,130.38,18.32
20231211,111.94,112.49,108.6,112.08,112.49,-0.41,-0.3645,10883.57,120345.111,104.65,727.0,109.26,109.26,118.48,146.14,187.63,131.07,15.15
20231208,111.99,115.51,111.1,112.49,110.7,1.79,1.617,26170.45,298218.584,104.65,727.0,109.26,113.87,123.09,150.75,187.63,132.12,10.87
20231207,113.01,113.01,108.97,110.7,113.01,-2.31,-2.0441,12342.62,136109.054,104.65,727.0,109.26,113.87,127.7,164.58,192.24,137.35,10.35
20231206,109.63,114.99,109.5,113.01,109.63,3.38,3.0831,15410.2,174380.845,109.26,727.0,109.26,118.48,127.7,169.19,192.24,138.93,5.13
20231205,113.99,114.92,109.31,109.63,114.11,-4.48,-3.926,12097.84,135610.676,109.26,727.0,113.87,118.48,127.7,169.19,192.24,140.81,1.84
20231204,118.0,118.29,114.0,114.11,117.71,-3.6,-3.0584,13125.83,151726.749,113.87,727.0,118.48,118.48,127.7,169.19,192.24,141.83,3.92
20231201,119.87,119.87,117.39,117.71,119.0,-1.29,-1.084,4921.16,58160.908,113.87,727.0,118.48,123.09,127.7,169.19,192.24,142.34,2.25
20231130,119.92,120.58,116.16,119.0,118.57,0.43,0.3627,10313.35,122007.485,113.87,727.0,118.48,123.09,127.7,169.19,192.24,142.52,13.97
20231129,121.01,122.0,118.2,118.57,121.4,-2.83,-2.3311,7905.02,94542.055,113.87,727.0,118.48,123.09,127.7,169.19,192.24,142.91,12.51
20231128,121.03,122.2,119.08,121.4,121.7,-0.3,-0.2465,8885.5,107169.412,113.87,727.0,118.48,123.09,127.7,173.8,192.24,143.19,11.47
20231127,122.79,122.99,120.36,121.7,121.2,0.5,0.4125,6671.99,81136.325,113.87,727.0,118.48,123.09,127.7,173.8,192.24,143.48,10.48
20231124,122.63,123.7,121.01,121.2,123.71,-2.51,-2.0289,5899.72,71756.716,113.87,727.0,118.48,123.09,127.7,173.8,196.85,143.7,9.72
20231123,123.43,124.8,122.51,123.71,123.63,0.08,0.0647,5863.68,72444.326,113.87,727.0,118.48,123.09,127.7,173.8,196.85,143.89,28.7
