datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio,takeprofitratio,averagecost,ratio90low,raio90high,concentration90,raio70low,raio70high,concentration70
2023-02-15,8.53,8.42,8.53,8.31,115622,97181884.0,2.6,-0.59,-0.05,1.19,0.4370860927151688,8.43,8.35,8.5,0.008902077151335333,8.38,8.48,0.0059311981020165865
2023-02-16,8.45,8.6,8.85,8.42,211560,183752644.0,5.11,2.14,0.18,2.18,0.6629054944376098,8.55,8.38,8.76,0.022170361726954434,8.42,8.69,0.015780245470485177
2023-02-17,8.63,8.63,8.85,8.58,153413,133907941.0,3.14,0.35,0.03,1.58,0.5393565460803912,8.62,8.39,8.78,0.022714036109493334,8.45,8.73,0.016298020954598334
2023-02-20,8.66,8.7,8.71,8.55,111626,96466982.0,1.85,0.81,0.07,1.15,0.7907018798894855,8.63,8.4,8.77,0.02154921374490396,8.46,8.72,0.015133876600698475
2023-02-21,8.75,8.83,8.92,8.7,131565,116291001.0,2.53,1.49,0.13,1.36,0.9473513962996852,8.66,8.41,8.84,0.02492753623188404,8.48,8.79,0.017950202663578486
2023-02-22,8.85,8.9,8.94,8.73,83655,74181544.0,2.38,0.79,0.07,0.86,0.991529458136361,8.67,8.41,8.87,0.02662037037037042,8.5,8.82,0.018475750577367223
2023-02-23,8.92,8.88,9.05,8.84,116180,103784775.0,2.36,-0.22,-0.02,1.2,0.8617414258258997,8.7,8.42,8.95,0.030512377662636793,8.52,8.88,0.020689655172413758
2023-02-24,8.96,9.0,9.15,8.88,186776,168178093.0,3.04,1.35,0.12,1.93,0.9014892967631861,8.76,8.43,9.04,0.034917000572409915,8.56,8.97,0.023388476896748438
2023-02-27,9.01,8.99,9.14,8.9,112215,101193309.0,2.67,-0.11,-0.01,1.16,0.8316213161790558,8.79,8.44,9.06,0.035428571428571386,8.57,9.0,0.02447353443369378
2023-02-28,9.0,9.07,9.14,8.99,106558,96599919.0,1.67,0.89,0.08,1.1,0.941550391590839,8.82,8.44,9.08,0.036529680365296725,8.59,9.03,0.02497162315550518
2023-03-01,9.07,8.34,9.11,8.16,503944,425791321.0,10.47,-8.05,-0.73,5.2,0.023339620699526296,8.76,8.4,9.07,0.0383514596451059,8.52,9.01,0.027952082144894478
2023-03-02,8.34,8.53,8.62,8.34,253142,215688005.0,3.36,2.28,0.19,2.61,0.25441629983222197,8.7,8.39,9.06,0.03839541547277936,8.46,9.0,0.03092783505154634
2023-03-03,8.54,8.57,8.61,8.39,122354,104300002.0,2.58,0.47,0.04,1.26,0.34143957807898595,8.68,8.39,9.06,0.03839541547277936,8.46,8.99,0.030372492836676177
2023-03-06,8.59,8.56,8.72,8.53,98407,84910899.0,2.22,-0.12,-0.01,1.02,0.31567133265637565,8.67,8.4,9.06,0.03780068728522337,8.47,8.98,0.029226361031518606
2023-03-07,8.55,8.55,8.8,8.38,163242,139743077.0,4.91,-0.12,-0.01,1.68,0.3056505058472361,8.66,8.4,9.06,0.03780068728522337,8.47,8.97,0.0286697247706422
2023-03-08,8.6,8.6,8.64,8.51,71328,61154175.0,1.52,0.58,0.05,0.74,0.4148772172894732,8.65,8.4,9.05,0.03724928366762179,8.47,8.97,0.0286697247706422
2023-03-09,8.67,8.56,8.67,8.54,64202,55165562.0,1.51,-0.47,-0.04,0.66,0.31609622629058337,8.64,8.4,9.05,0.03724928366762179,8.47,8.97,0.0286697247706422
2023-03-10,8.64,8.36,8.64,8.32,87317,73456456.0,3.74,-2.34,-0.2,0.9,0.023707463931034543,8.63,8.4,9.05,0.03724928366762179,8.47,8.96,0.0281124497991968
2023-03-13,8.41,8.35,8.46,8.16,101914,84428171.0,3.59,-0.12,-0.01,1.05,0.046583350717094726,8.62,8.36,9.05,0.03963239517518675,8.45,8.95,0.02873563218390805
2023-03-14,8.38,8.1,8.4,8.08,100193,81918097.0,3.83,-2.99,-0.25,1.03,0.00046363157459693757,8.61,8.29,9.05,0.043829296424452116,8.43,8.95,0.029919447640966605
2023-03-15,8.17,8.23,8.3,8.12,50369,41337426.0,2.22,1.6,0.13,0.52,0.03894523374248972,8.61,8.26,9.05,0.04563835932986718,8.41,8.94,0.030547550432276617
2023-03-16,8.37,8.21,8.44,8.14,92169,76530396.0,3.65,-0.24,-0.02,0.95,0.0316912679635334,8.6,8.24,9.05,0.046847888953152145,8.38,8.94,0.032332563510392535
2023-03-17,8.3,8.26,8.35,8.2,55998,46319139.0,1.83,0.61,0.05,0.58,0.07143871300013803,8.6,8.24,9.04,0.04629629629629623,8.36,8.93,0.03296703296703298
2023-03-20,8.25,8.13,8.31,8.11,76907,63107925.0,2.42,-1.57,-0.13,0.79,0.003259730003369809,8.59,8.22,9.04,0.04750869061413665,8.33,8.93,0.0347624565469293
2023-03-21,8.13,8.36,8.37,8.11,69492,57454547.0,3.2,2.83,0.23,0.72,0.19733346952633538,8.58,8.21,9.04,0.048115942028985406,8.3,8.92,0.036004645760743276
2023-03-22,8.46,8.58,8.68,8.38,147293,125636595.0,3.59,2.63,0.22,1.52,0.518925005264376,8.58,8.21,9.04,0.048115942028985406,8.31,8.91,0.034843205574912876
2023-03-23,8.63,8.65,8.69,8.51,74048,63698463.0,2.1,0.82,0.07,0.76,0.6568755535578159,8.58,8.22,9.04,0.04750869061413665,8.32,8.9,0.03368176538908247
2023-03-24,8.69,8.58,8.76,8.56,79727,68869162.0,2.31,-0.81,-0.07,0.82,0.5002792009752265,8.58,8.22,9.04,0.04750869061413665,8.32,8.89,0.03312027890761187
2023-03-27,8.62,8.35,8.62,8.27,119011,99549571.0,4.08,-2.68,-0.23,1.23,0.1683275790974777,8.58,8.22,9.03,0.04695652173913036,8.33,8.88,0.031958163858222005
2023-03-28,8.35,8.34,8.49,8.3,68727,57629425.0,2.28,-0.12,-0.01,0.71,0.1608114059040586,8.57,8.22,9.03,0.04695652173913036,8.33,8.88,0.031958163858222005
2023-03-29,8.35,8.45,8.75,8.28,122121,103327846.0,5.64,1.32,0.11,1.26,0.2972244403034048,8.57,8.22,9.03,0.04695652173913036,8.34,8.86,0.03023255813953486
2023-03-30,8.39,8.3,8.4,8.1,103185,85214450.0,3.55,-1.78,-0.15,1.06,0.14228259431966975,8.56,8.22,9.03,0.04695652173913036,8.31,8.86,0.03203261502620844
2023-03-31,8.33,8.37,8.5,8.2,83729,70129538.0,3.61,0.84,0.07,0.86,0.22202339341841856,8.55,8.22,9.03,0.04695652173913036,8.31,8.85,0.031468531468531416
2023-04-03,8.44,8.49,8.65,8.42,118661,101052701.0,2.75,1.43,0.12,1.22,0.40073121871815964,8.55,8.22,9.02,0.046403712296983694,8.32,8.84,0.03030303030303028
2023-04-04,8.54,8.36,8.59,8.34,75616,63826141.0,2.94,-1.53,-0.13,0.78,0.1987699649960971,8.54,8.22,9.02,0.046403712296983694,8.32,8.83,0.029737609329446055
2023-04-06,8.4,8.26,8.4,8.16,74299,61308375.0,2.87,-1.2,-0.1,0.77,0.09960022304720029,8.54,8.22,9.02,0.046403712296983694,8.31,8.82,0.029772329246935184
2023-04-07,8.3,7.95,8.31,7.9,141710,114184475.0,4.96,-3.75,-0.31,1.46,0.0013423004098287018,8.53,8.18,9.02,0.048837209302325574,8.28,8.81,0.031012287887653554
2023-04-10,7.96,8.01,8.11,7.86,86910,69700655.0,3.14,0.75,0.06,0.9,0.02277709499172778,8.52,8.13,9.01,0.05134189031505245,8.26,8.81,0.032220269478617496
2023-04-11,8.12,7.96,8.12,7.91,71800,57270005.0,2.62,-0.62,-0.05,0.74,0.012429387300247922,8.51,8.06,9.01,0.05565319273579375,8.25,8.8,0.03225806451612907
2023-04-12,8.0,7.88,8.09,7.82,83535,66283383.0,3.39,-1.01,-0.08,0.86,0.0031608103621322734,8.51,8.02,9.01,0.05813270698766883,8.23,8.79,0.0329024676850764
2023-04-13,7.9,7.81,7.91,7.69,93044,72454135.0,2.79,-0.89,-0.07,0.96,0.010696517995620975,8.5,7.97,9.01,0.061248527679623035,8.2,8.79,0.03472630959387874
2023-04-14,7.82,7.97,8.02,7.79,126041,99574274.0,2.94,2.05,0.16,1.3,0.07663426794939303,8.49,7.91,9.01,0.06501182033096924,8.16,8.78,0.0365997638724912
2023-04-17,8.0,7.94,8.1,7.92,50593,40426763.0,2.26,-0.38,-0.03,0.52,0.06556752529594506,8.49,7.91,9.0,0.0644589000591366,8.13,8.77,0.03786982248520703
2023-04-18,7.95,7.91,7.96,7.84,38349,30274292.0,1.51,-0.38,-0.03,0.4,0.055900906013011536,8.48,7.91,9.0,0.0644589000591366,8.09,8.77,0.04033214709371291
2023-04-19,7.93,7.94,7.97,7.86,41346,32714348.0,1.39,0.38,0.03,0.43,0.08276588136856923,8.48,7.9,9.0,0.06508875739644969,8.06,8.77,0.042186571598336255
2023-04-20,7.93,7.84,8.15,7.8,93422,74267928.0,4.41,-1.26,-0.1,0.96,0.018612687472483434,8.47,7.9,9.0,0.06508875739644969,8.03,8.76,0.04347826086956514
2023-04-21,7.83,7.83,7.98,7.77,80822,63437620.0,2.68,-0.13,-0.01,0.83,0.023056528619162294,8.47,7.88,9.0,0.06635071090047388,8.0,8.75,0.04477611940298507
2023-04-24,7.88,7.88,8.0,7.68,81420,63868813.0,4.09,0.64,0.05,0.84,0.06728098737165288,8.46,7.86,9.0,0.06761565836298936,7.98,8.74,0.0454545454545455
2023-04-25,7.93,7.86,8.03,7.67,84193,65857255.0,4.57,-0.25,-0.02,0.87,0.06061516849364856,8.45,7.85,8.99,0.06769596199524944,7.96,8.74,0.046706586826347325
2023-04-26,7.82,7.71,7.84,7.62,82794,64101984.0,2.8,-1.91,-0.15,0.85,0.0061251888331900275,8.44,7.83,9.0,0.06959040528571092,7.94,8.73,0.047438421860088675
2023-04-27,7.69,7.77,7.88,7.63,75655,58914001.0,3.24,0.78,0.06,0.78,0.03524756158146008,8.44,7.79,8.99,0.07098461759976962,7.92,8.73,0.04873063292976455
2023-04-28,7.89,7.91,7.93,7.79,63008,49721567.0,1.8,1.8,0.14,0.65,0.1519499978298336,8.43,7.8,8.99,0.07032964397491394,7.91,8.72,0.048790825532533215
2023-05-04,7.93,8.23,8.27,7.91,138615,113409350.0,4.55,4.05,0.32,1.43,0.34724477456014247,8.41,7.8,8.99,0.07032964397491394,7.92,8.71,0.04755561475955775
2023-05-05,8.23,8.18,8.34,8.12,62282,50986668.0,2.67,-0.61,-0.05,0.64,0.3088348922309887,8.41,7.8,8.99,0.07032964397491394,7.92,8.71,0.04755561475955775
2023-05-08,8.17,8.2,8.27,8.16,50502,41419601.0,1.34,0.24,0.02,0.52,0.32417321816114725,8.4,7.8,8.99,0.07032964397491394,7.92,8.7,0.04696701645542015
2023-05-09,8.26,8.12,8.29,8.1,56827,46537632.0,2.32,-0.98,-0.08,0.59,0.2728833441002736,8.39,7.8,8.98,0.06976074488253221,7.92,8.7,0.04696701645542015
2023-05-10,8.16,8.0,8.16,7.96,47078,37726530.0,2.46,-1.48,-0.12,0.49,0.21567829156872526,8.39,7.8,8.98,0.06976074488253221,7.92,8.7,0.04696701645542015
2023-05-11,8.03,7.88,8.05,7.82,77631,61459651.0,2.88,-1.5,-0.12,0.8,0.10944136760254218,8.38,7.8,8.98,0.06976074488253221,7.92,8.69,0.04637769020915436
2023-05-12,7.87,8.01,8.08,7.81,62441,49880278.0,3.43,1.65,0.13,0.64,0.23618984930074338,8.37,7.82,8.98,0.06910651973187203,7.92,8.69,0.04637769020915436
2023-05-15,8.0,7.97,8.02,7.86,58359,46246760.0,2.0,-0.5,-0.04,0.6,0.216798217692002,8.36,7.82,8.98,0.06910651973187203,7.92,8.69,0.04637769020915436
