datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio,takeprofitratio,averagecost,ratio90low,raio90high,concentration90,raio70low,raio70high,concentration70
2023-02-15,11.06,11.0,11.1,10.97,28415,31298076.0,1.18,-0.27,-0.03,2.62,0.1483516483518312,11.03,10.99,11.08,0.0040779338468509225,11.01,11.06,0.002265518803806104
2023-02-16,11.03,10.75,11.08,10.65,48754,52964387.0,3.91,-2.27,-0.25,4.5,0.07239875567022885,10.94,10.74,11.07,0.015130674002751034,10.8,11.04,0.010989010989010997
2023-02-17,10.75,10.91,11.15,10.75,47907,52557060.0,3.72,1.49,0.16,4.42,0.45312547577370077,10.93,10.76,11.07,0.01420064131928541,10.82,11.04,0.010064043915828026
2023-02-20,10.9,11.08,11.09,10.75,38336,41938976.0,3.12,1.56,0.17,3.54,0.9842208974145178,10.93,10.77,11.06,0.013284470911589599,10.83,11.03,0.009149130832570955
2023-02-21,11.14,11.17,11.25,11.07,38287,42743711.0,1.62,0.81,0.09,3.53,0.9312250937468494,10.97,10.78,11.19,0.01866181156121985,10.84,11.13,0.013199817933545787
2023-02-22,11.19,11.82,12.18,11.09,129576,151787362.0,9.76,5.82,0.65,11.95,0.912092822136267,11.15,10.81,11.9,0.04791363845853862,10.89,11.71,0.03635845155771007
2023-02-23,11.9,12.08,12.24,11.83,98530,118723526.0,3.47,2.2,0.26,9.09,0.926675890948359,11.47,10.83,12.11,0.05581297388374047,10.92,12.03,0.048371244032575145
2023-02-24,11.96,12.06,12.13,11.8,51905,62183924.0,2.73,-0.17,-0.02,4.79,0.9045357187770298,11.61,10.84,12.1,0.054882757652344884,10.94,12.03,0.04739693839976156
2023-02-27,12.01,12.08,12.26,12.01,57829,70085501.0,2.07,0.17,0.02,5.33,0.8382425965420083,11.81,10.84,12.15,0.056854430361275514,10.96,12.09,0.048752081804735455
2023-02-28,12.0,12.74,12.75,12.0,122484,152435578.0,6.21,5.46,0.66,11.3,1.0,11.97,10.88,12.51,0.06990959965561772,11.02,12.33,0.0561497326203208
2023-03-01,12.6,12.95,12.95,12.36,100230,126469979.0,4.63,1.65,0.21,9.24,1.0,12.05,10.88,12.75,0.07904004544163587,11.08,12.59,0.06389069984976896
2023-03-02,12.68,12.3,12.73,12.18,108071,133818200.0,4.25,-5.02,-0.65,9.97,0.5794239206008072,12.15,10.9,12.73,0.07773359840954275,11.17,12.59,0.05974532004404664
2023-03-03,12.24,12.06,12.47,12.0,107264,130524062.0,3.82,-1.95,-0.24,9.89,0.3546294364274806,12.18,10.93,12.72,0.07572446286152183,11.38,12.55,0.04903638454848931
2023-03-06,12.12,11.98,12.17,11.91,45490,54788875.0,2.16,-0.66,-0.08,4.2,0.2790060616094237,12.15,10.93,12.7,0.07512070434535635,11.45,12.55,0.04566299423969573
2023-03-07,11.95,11.77,12.11,11.74,48432,57413395.0,3.09,-1.75,-0.21,4.47,0.18481767404624677,12.12,10.94,12.7,0.07441886867425418,11.53,12.53,0.041696881798404625
2023-03-08,11.83,12.03,12.09,11.73,35866,42801058.0,3.06,2.21,0.26,3.31,0.4003735406669606,12.1,10.96,12.69,0.0731132744869866,11.58,12.52,0.03908077994428967
2023-03-09,12.03,12.11,12.2,11.93,26157,31624937.0,2.24,0.67,0.08,2.41,0.5165296503032746,12.1,10.96,12.69,0.0731132744869866,11.62,12.5,0.03647137372725752
2023-03-10,12.05,11.86,12.38,11.86,38245,45950419.0,4.29,-2.06,-0.25,3.53,0.19801490842393657,12.1,10.97,12.69,0.07241320626276376,11.68,12.5,0.03382540651534495
2023-03-13,11.83,12.05,12.18,11.83,28235,33936389.0,2.95,1.6,0.19,2.6,0.4309923719750461,12.09,10.97,12.67,0.07180768029971901,11.73,12.49,0.0312326793038466
2023-03-14,12.03,12.0,12.18,11.86,31760,38048946.0,2.66,-0.41,-0.05,2.93,0.3544853405324539,12.09,10.99,12.67,0.07110846380757879,11.78,12.47,0.028646554110157704
2023-03-15,12.05,12.04,12.29,11.95,30842,37409128.0,2.83,0.33,0.04,2.84,0.43127048477714736,12.09,10.99,12.67,0.07110846380757879,11.81,12.47,0.02733856700574964
2023-03-16,12.04,12.03,12.08,11.93,24290,29169031.0,1.25,-0.08,-0.01,2.24,0.41080318318894,12.07,11.01,12.66,0.06980372135239389,11.82,12.46,0.026067005749668293
2023-03-17,12.08,12.02,12.11,11.95,20520,24680762.0,1.33,-0.08,-0.01,1.89,0.3738331481055517,12.07,11.01,12.66,0.06980372135239389,11.82,12.46,0.026067005749668293
2023-03-20,12.01,11.81,12.01,11.46,49976,58819914.0,4.58,-1.75,-0.21,4.61,0.17653745710683758,12.05,11.02,12.66,0.069106267184444,11.75,12.44,0.02871968477717966
2023-03-21,11.9,12.17,12.21,11.68,41872,50497582.0,4.49,3.05,0.36,3.86,0.6940921725339174,12.04,11.04,12.64,0.06780237535077527,11.76,12.43,0.027443254342638373
2023-03-22,12.2,12.17,12.45,12.03,31904,38826696.0,3.45,0.0,0.0,2.94,0.6768587278552393,12.05,11.04,12.64,0.06780237535077527,11.78,12.41,0.02616682390809701
2023-03-23,12.1,12.01,12.31,11.95,33369,40384230.0,2.96,-1.31,-0.16,3.08,0.39720256576643825,12.05,11.05,12.63,0.0664984835171064,11.79,12.39,0.024890393473555653
2023-03-24,11.94,12.01,12.09,11.76,40911,48878283.0,2.75,0.0,0.0,3.77,0.4211684157099587,12.05,11.07,12.63,0.06580363718769466,11.81,12.38,0.02361396303901437
2023-03-27,11.96,11.83,12.05,11.74,32330,38387301.0,2.58,-1.5,-0.18,2.98,0.1641893652682533,12.04,11.1,12.61,0.06380750176928518,11.81,12.38,0.02361396303901437
