trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,21.67,22.28,19.5,19.8,21.47,-1.67,-7.7783,59519.96,124924.176,17.48,25.53,19.93,20.33,20.93,21.43,21.73,20.95,3.43
20231220,20.86,21.63,20.75,21.47,20.85,0.62,2.9736,41528.86,88336.874,17.48,25.53,19.93,20.38,20.93,21.38,21.63,20.93,89.07
20231219,21.76,21.93,20.01,20.85,21.59,-0.74,-3.4275,38371.27,80091.908,17.48,25.53,19.88,20.28,20.78,21.38,21.63,20.84,55.51
20231218,20.76,21.78,20.71,21.59,20.96,0.63,3.0057,48206.22,103492.888,17.48,25.53,19.78,20.23,20.78,21.33,21.63,20.8,94.84
20231215,20.69,21.15,20.24,20.96,20.62,0.34,1.6489,40797.68,84714.345,17.48,25.53,19.73,20.08,20.63,20.93,21.13,20.6,86.91
20231214,20.44,21.28,20.23,20.62,20.33,0.29,1.4265,52937.96,110044.937,17.48,25.53,19.58,19.88,20.38,20.88,21.18,20.45,65.62
20231213,19.9,20.58,19.4,20.33,20.0,0.33,1.65,37768.39,76343.548,17.48,25.53,19.43,19.78,20.23,20.68,21.38,20.3,60.71
20231212,19.73,20.28,19.58,20.0,19.66,0.34,1.7294,21672.82,43080.628,17.48,25.53,19.28,19.83,20.28,20.78,21.63,20.36,27.12
20231211,20.0,20.68,19.53,19.66,20.16,-0.5,-2.4802,30478.03,60952.868,17.48,25.53,19.23,19.88,20.33,20.83,21.73,20.41,9.68
20231208,20.41,20.72,20.02,20.16,20.52,-0.36,-1.7544,42230.63,85783.374,17.48,25.53,19.13,19.98,20.38,20.88,21.98,20.48,23.14
20231207,20.77,21.17,20.32,20.52,20.43,0.09,0.4405,49167.54,101968.61,17.48,25.53,18.88,19.43,20.63,21.28,22.53,20.56,43.23
20231206,19.73,21.68,19.51,20.43,19.96,0.47,2.3547,62600.52,129220.349,17.48,25.53,18.78,19.23,20.38,21.63,22.88,20.47,51.38
20231205,18.58,20.3,18.56,19.96,18.79,1.17,6.2267,56868.64,111441.895,17.48,25.53,18.68,19.03,19.88,22.18,23.28,20.4,51.94
20231204,18.48,19.14,18.4,18.79,18.75,0.04,0.2133,28109.54,52826.144,17.48,25.53,18.63,18.98,20.43,22.43,23.48,20.65,9.75
20231201,19.77,20.11,18.7,18.75,19.57,-0.82,-4.1901,39661.83,76245.568,17.48,25.53,18.68,19.13,20.63,22.53,23.53,20.78,6.07
20231130,20.25,21.06,19.5,19.57,20.5,-0.93,-4.5366,50790.54,102505.866,17.48,25.53,18.63,19.18,20.83,22.58,23.58,20.91,24.19
20231129,23.68,23.88,20.3,20.5,22.97,-2.47,-10.7532,93926.35,205450.261,17.48,25.53,18.58,19.13,21.08,22.73,23.68,20.98,39.22
20231128,20.8,25.49,20.5,22.97,21.85,1.12,5.1259,130727.82,294539.971,17.48,25.53,18.53,18.98,20.63,22.63,23.88,20.75,88.16
20231127,20.0,22.73,20.0,21.85,19.69,2.16,10.97,149910.66,315373.181,17.48,22.73,18.43,18.83,19.68,21.33,21.93,19.95,94.37
20231124,18.52,19.97,18.51,19.69,18.76,0.93,4.9574,108360.63,209292.261,17.48,22.53,18.28,18.68,19.33,20.03,20.83,19.37,74.38
20231123,19.5,20.48,18.71,18.76,19.88,-1.12,-5.6338,88321.47,171139.022,17.48,22.53,18.23,18.58,19.33,20.23,20.98,19.41,21.37
20231122,18.71,19.88,18.38,19.88,19.13,0.75,3.9205,105098.61,201675.863,17.48,22.53,18.18,18.48,19.28,20.38,21.13,19.39,73.69
20231121,18.66,21.1,18.66,19.13,18.7,0.43,2.2995,116687.92,228601.851,17.48,22.53,18.08,18.43,19.38,20.53,21.28,19.46,41.4
20231120,18.25,19.08,18.03,18.7,18.33,0.37,2.0185,80993.21,151009.68,17.48,22.53,18.03,18.33,19.03,20.68,21.43,19.36,36.75
20231117,17.65,19.1,17.6,18.33,17.6,0.73,4.1477,109133.38,200670.285,17.48,22.53,17.98,18.33,19.43,20.83,21.53,19.52,14.53
20231116,21.0,22.5,17.48,17.6,15.0,2.6,17.3333,222931.56,437043.817,17.48,22.53,18.23,18.73,19.78,21.03,21.68,19.86,0.15
