datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio,takeprofitratio,averagecost,ratio90low,raio90high,concentration90,raio70low,raio70high,concentration70
2023-02-15,7.76,7.83,7.87,7.74,73232,57265990.0,1.68,0.9,0.07,1.2,0.868132,7.8,7.76,7.85,0.005765534913517024,7.77,7.83,0.0038461538461538208
2023-02-16,7.82,7.58,7.84,7.49,115281,88459840.0,4.47,-3.19,-0.25,1.89,0.08234,7.74,7.56,7.84,0.01818181818181814,7.62,7.81,0.012313674659753752
2023-02-17,7.68,7.57,7.68,7.53,65382,49751410.0,1.98,-0.13,-0.01,1.07,0.089705,7.68,7.56,7.83,0.01754385964912278,7.59,7.8,0.013645224171539959
2023-02-20,7.58,7.67,7.67,7.51,62555,47727766.0,2.11,1.32,0.1,1.02,0.593387,7.64,7.55,7.83,0.018205461638491564,7.58,7.8,0.0143042912873862
2023-02-21,7.63,7.77,7.8,7.63,70978,54901812.0,2.22,1.3,0.1,1.16,0.78512,7.67,7.56,7.82,0.016905071521456424,7.59,7.79,0.013003901170351117
2023-02-22,7.75,7.76,7.82,7.7,50338,39078547.0,1.54,-0.13,-0.01,0.82,0.763105,7.69,7.56,7.82,0.016905071521456424,7.59,7.79,0.013003901170351117
2023-02-23,7.82,7.76,7.85,7.7,60967,47299630.0,1.93,0.0,0.0,1.0,0.709552,7.71,7.56,7.82,0.016905071521456424,7.6,7.79,0.012345679012345647
2023-02-24,7.75,7.69,7.76,7.63,50899,39104085.0,1.68,-0.9,-0.07,0.83,0.440695,7.71,7.56,7.82,0.016905071521456424,7.6,7.79,0.012345679012345647
2023-02-27,7.74,7.59,7.74,7.57,50047,38314962.0,2.21,-1.3,-0.1,0.82,0.117659,7.7,7.57,7.82,0.016244314489928524,7.6,7.79,0.012345679012345647
2023-02-28,7.63,7.65,7.69,7.53,41604,31629783.0,2.11,0.79,0.06,0.68,0.367669,7.69,7.57,7.81,0.015604681404421339,7.6,7.78,0.011703511053315976
2023-03-01,7.65,7.74,7.75,7.62,52770,40646150.0,1.7,1.18,0.09,0.86,0.72452,7.69,7.57,7.81,0.015604681404421339,7.6,7.78,0.011703511053315976
2023-03-02,7.76,7.8,7.91,7.7,121682,95062881.0,2.71,0.78,0.06,1.99,0.870559,7.71,7.57,7.83,0.016883116883116868,7.61,7.8,0.012329656067488612
2023-03-03,7.8,7.95,8.02,7.74,177529,140694722.0,3.59,1.92,0.15,2.91,0.979683,7.74,7.58,7.92,0.021935483870967734,7.62,7.85,0.014867485455720777
2023-03-06,8.13,8.75,8.75,8.08,350679,302922106.0,8.43,10.06,0.8,5.74,1.0,7.8,7.59,8.56,0.060061919504644005,7.65,8.41,0.047322540473225386
2023-03-07,8.76,8.99,9.63,8.75,1069273,974739923.0,10.06,2.74,0.24,17.51,0.605171,8.84,7.62,9.4,0.10464135021097051,7.72,9.24,0.08975444538526674
2023-03-08,8.66,8.84,8.96,8.51,591881,517979214.0,5.01,-1.67,-0.15,9.7,0.5798,8.75,7.63,9.37,0.102195945945946,7.76,9.18,0.08389830508474579
2023-03-09,8.75,8.57,8.88,8.51,465776,400691744.0,4.19,-3.05,-0.27,7.63,0.312494,8.73,7.65,9.34,0.09974640743871518,7.79,9.14,0.07972858354537751
2023-03-10,8.5,8.39,8.63,8.32,352175,297067802.0,3.62,-2.1,-0.18,5.77,0.236021,8.68,7.66,9.33,0.09805579036348269,7.82,9.1,0.07555178268251277
2023-03-13,8.42,8.54,8.58,8.4,340553,289318755.0,2.15,1.79,0.15,5.58,0.425342,8.62,7.68,9.31,0.09636517328825027,7.86,9.07,0.07124681933842242
2023-03-14,8.43,8.44,8.53,8.23,279765,234240388.0,3.51,-1.17,-0.1,4.58,0.30983,8.57,7.69,9.3,0.09467455621301778,7.94,9.04,0.06514382402707275
2023-03-15,8.46,8.8,8.8,8.29,521619,449504172.0,6.04,4.27,0.36,8.54,0.766172,8.57,7.71,9.27,0.09221658206429782,8.29,9.0,0.04069767441860456
2023-03-16,8.66,8.35,8.7,8.34,357147,303406891.0,4.09,-5.11,-0.45,5.85,0.15438,8.55,7.72,9.24,0.08975444538526674,8.34,8.95,0.035714285714285726
2023-03-17,8.39,8.49,8.57,8.36,290410,246055736.0,2.51,1.68,0.14,4.76,0.39849,8.54,7.72,9.23,0.0889830508474577,8.35,8.91,0.032445923460898515
2023-03-20,8.5,8.8,8.87,8.48,468259,408008485.0,4.59,3.65,0.31,7.67,0.82218,8.57,7.75,9.2,0.08559322033898312,8.38,8.85,0.02749999999999992
2023-03-21,8.71,8.77,8.78,8.61,260819,226553521.0,1.93,-0.34,-0.03,4.27,0.81224,8.58,7.76,9.18,0.08389830508474579,8.39,8.83,0.02502085070892408
2023-03-22,8.7,8.53,8.72,8.5,236114,202483084.0,2.51,-2.74,-0.24,3.87,0.392662,8.6,7.76,9.17,0.08312128922815952,8.39,8.81,0.0242070116861436
2023-03-23,8.5,8.52,8.62,8.42,199954,170484487.0,2.34,-0.12,-0.01,3.28,0.372299,8.58,7.78,9.17,0.08220338983050855,8.41,8.8,0.022537562604340495
2023-03-24,8.5,8.26,8.5,8.12,309755,255280578.0,4.46,-3.05,-0.26,5.07,0.096966,8.55,7.79,9.14,0.07972858354537751,8.35,8.78,0.0251466890192791
2023-03-27,8.28,8.17,8.28,8.05,180423,146812730.0,2.78,-1.09,-0.09,2.96,0.094682,8.55,7.79,9.14,0.07972858354537751,8.29,8.77,0.027777777777777696
2023-03-28,8.17,8.08,8.25,8.08,119951,97738243.0,2.08,-1.1,-0.09,1.96,0.072343,8.54,7.81,9.13,0.07803223070398645,8.24,8.77,0.031249999999999917
2023-03-29,8.08,7.96,8.15,7.95,136992,109729246.0,2.48,-1.49,-0.12,2.24,0.067313,8.52,7.81,9.13,0.07803223070398645,8.19,8.77,0.03386960203217609
2023-03-30,7.99,7.92,8.01,7.85,90745,71868068.0,2.01,-0.5,-0.04,1.49,0.069141,8.52,7.81,9.11,0.07724957555178275,8.17,8.75,0.034804753820033965
2023-03-31,7.96,7.98,7.99,7.9,71963,57260818.0,1.14,0.76,0.06,1.18,0.103017,8.52,7.82,9.11,0.07633587786259549,8.14,8.75,0.03656462585034015
2023-04-03,7.96,8.03,8.05,7.93,113350,90709188.0,1.5,0.63,0.05,1.86,0.134232,8.51,7.82,9.11,0.07633587786259549,8.08,8.75,0.04010238907849831
2023-04-04,8.03,8.2,8.2,7.88,236823,191516246.0,3.99,2.12,0.17,3.88,0.248706,8.5,7.83,9.1,0.07463952502120444,8.04,8.74,0.04195205479452056
2023-04-06,8.31,8.12,8.35,8.07,189735,155113073.0,3.41,-0.98,-0.08,3.11,0.18841,8.48,7.85,9.08,0.07294317217981343,8.05,8.74,0.041060735671514074
2023-04-07,8.1,8.21,8.32,8.09,153001,125437972.0,2.83,1.11,0.09,2.51,0.280442,8.48,7.86,9.07,0.07124681933842242,8.05,8.74,0.041060735671514074
